sales_id,retailer_id,retailer,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method,gross_margin_rate,cogs,gross_profit
363,1128299,"West Gear",2020-03-18,West,Nevada,"Las Vegas","Women's Athletic Footwear",40,275,11000.00,3300.00,In-store,0.4900,5610.00,5390.00
364,1185732,"Foot Locker",2020-03-18,Northeast,"New York","New York","Women's Street Footwear",45,257,11565.00,532.00,Online,0.4900,5898.15,5666.85
365,1185732,"Foot Locker",2020-03-18,Northeast,"New York","New York","Women's Street Footwear",37,314,11618.00,430.00,Outlet,0.4900,5925.18,5692.82
366,1185732,"Foot Locker",2020-03-18,Northeast,"New York","New York","Women's Street Footwear",50,950,47500.00,16625.00,Outlet,0.4900,24225.00,23275.00
367,1128299,"West Gear",2020-03-19,West,Colorado,Denver,"Men's Apparel",41,56,2296.00,147.00,Online,0.4900,1170.96,1125.04
368,1128299,"West Gear",2020-03-19,West,Colorado,Denver,"Men's Apparel",45,225,10125.00,5063.00,In-store,0.4900,5163.75,4961.25
369,1128299,"West Gear",2020-03-20,West,Colorado,Denver,"Women's Apparel",40,475,19000.00,2850.00,In-store,0.4900,9690.00,9310.00
370,1128299,"West Gear",2020-03-20,West,Colorado,Denver,"Women's Apparel",37,128,4736.00,123.00,Online,0.4900,2415.36,2320.64
371,1128299,"West Gear",2020-03-21,West,Colorado,Denver,"Men's Street Footwear",30,525,15750.00,5513.00,In-store,0.4900,8032.50,7717.50
372,1128299,"West Gear",2020-03-21,West,Colorado,Denver,"Men's Street Footwear",27,131,3537.00,170.00,Online,0.4900,1803.87,1733.13
373,1128299,"West Gear",2020-03-22,West,Colorado,Denver,"Men's Athletic Footwear",40,425,17000.00,3400.00,In-store,0.4900,8670.00,8330.00
374,1128299,"West Gear",2020-03-22,West,Colorado,Denver,"Men's Athletic Footwear",38,111,4218.00,127.00,Online,0.4900,2151.18,2066.82
375,1128299,"West Gear",2020-03-23,West,Colorado,Denver,"Women's Street Footwear",38,123,4674.00,234.00,Online,0.4900,2383.74,2290.26
376,1128299,"West Gear",2020-03-23,West,Colorado,Denver,"Women's Street Footwear",40,425,17000.00,5950.00,In-store,0.4900,8670.00,8330.00
377,1128299,"West Gear",2020-03-24,West,Colorado,Denver,"Women's Athletic Footwear",40,275,11000.00,3300.00,In-store,0.4900,5610.00,5390.00
378,1128299,"West Gear",2020-03-24,West,Colorado,Denver,"Women's Athletic Footwear",36,72,2592.00,117.00,Online,0.4900,1321.92,1270.08
379,1128299,"West Gear",2020-03-25,West,Colorado,Denver,"Men's Apparel",43,58,2494.00,155.00,Online,0.4900,1271.94,1222.06
380,1128299,"West Gear",2020-03-25,West,Colorado,Denver,"Men's Apparel",45,200,9000.00,4500.00,In-store,0.4900,4590.00,4410.00
381,1128299,"West Gear",2020-03-26,West,Colorado,Denver,"Women's Apparel",40,400,16000.00,2400.00,In-store,0.4900,8160.00,7840.00
382,1128299,"West Gear",2020-03-26,West,Colorado,Denver,"Women's Apparel",37,116,4292.00,116.00,Online,0.4900,2188.92,2103.08
383,1128299,"West Gear",2020-03-27,West,Colorado,Denver,"Men's Street Footwear",37,165,6105.00,293.00,Online,0.4900,3113.55,2991.45
384,1128299,"West Gear",2020-03-27,West,Colorado,Denver,"Men's Street Footwear",40,550,22000.00,7700.00,In-store,0.4900,11220.00,10780.00
385,1128299,"West Gear",2020-03-28,West,Colorado,Denver,"Men's Athletic Footwear",48,112,5376.00,183.00,Online,0.4900,2741.76,2634.24
386,1128299,"West Gear",2020-03-28,West,Colorado,Denver,"Men's Athletic Footwear",50,400,20000.00,4000.00,In-store,0.4900,10200.00,9800.00
387,1128299,"West Gear",2020-03-29,West,Colorado,Denver,"Women's Street Footwear",55,400,22000.00,7700.00,In-store,0.4900,11220.00,10780.00
388,1128299,"West Gear",2020-03-29,West,Colorado,Denver,"Women's Street Footwear",51,116,5916.00,290.00,Online,0.4900,3017.16,2898.84
389,1128299,"West Gear",2020-03-30,West,Colorado,Denver,"Women's Athletic Footwear",51,90,4590.00,197.00,Online,0.4900,2340.90,2249.10
390,1128299,"West Gear",2020-03-30,West,Colorado,Denver,"Women's Athletic Footwear",55,300,16500.00,4950.00,In-store,0.4900,8415.00,8085.00
391,1128299,"West Gear",2020-03-31,West,Colorado,Denver,"Men's Apparel",56,39,2184.00,131.00,Online,0.4900,1113.84,1070.16
392,1128299,"West Gear",2020-03-31,West,Colorado,Denver,"Men's Apparel",60,150,9000.00,4500.00,In-store,0.4900,4590.00,4410.00
393,1185732,"Foot Locker",2020-03-31,Northeast,"New York","New York","Women's Athletic Footwear",40,324,12960.00,518.00,Outlet,0.4900,6609.60,6350.40
394,1185732,"Foot Locker",2020-03-31,Northeast,"New York","New York","Women's Athletic Footwear",47,241,11327.00,532.00,Online,0.4900,5776.77,5550.23
395,1185732,"Foot Locker",2020-03-31,Northeast,"New York","New York","Women's Athletic Footwear",50,925,46250.00,16188.00,Outlet,0.4900,23587.50,22662.50
396,1128299,"West Gear",2020-04-01,West,Colorado,Denver,"Women's Apparel",55,350,19250.00,2888.00,In-store,0.4900,9817.50,9432.50
397,1128299,"West Gear",2020-04-01,West,Colorado,Denver,"Women's Apparel",52,95,4940.00,143.00,Online,0.4900,2519.40,2420.60
398,1128299,"West Gear",2020-04-02,West,Colorado,Denver,"Men's Street Footwear",60,525,31500.00,11025.00,In-store,0.4900,16065.00,15435.00
399,1128299,"West Gear",2020-04-02,West,Colorado,Denver,"Men's Street Footwear",55,131,7205.00,339.00,Online,0.4900,3674.55,3530.45
400,1128299,"West Gear",2020-04-03,West,Colorado,Denver,"Men's Athletic Footwear",59,94,5546.00,194.00,Online,0.4900,2828.46,2717.54
401,1128299,"West Gear",2020-04-03,West,Colorado,Denver,"Men's Athletic Footwear",65,325,21125.00,4225.00,In-store,0.4900,10773.75,10351.25
402,1128299,"West Gear",2020-04-04,West,Colorado,Denver,"Women's Street Footwear",65,375,24375.00,8531.00,In-store,0.4900,12431.25,11943.75
403,1128299,"West Gear",2020-04-04,West,Colorado,Denver,"Women's Street Footwear",61,113,6893.00,345.00,Online,0.4900,3515.43,3377.57
404,1128299,"West Gear",2020-04-05,West,Colorado,Denver,"Women's Athletic Footwear",56,74,4144.00,178.00,Online,0.4900,2113.44,2030.56
405,1128299,"West Gear",2020-04-05,West,Colorado,Denver,"Women's Athletic Footwear",60,275,16500.00,4950.00,In-store,0.4900,8415.00,8085.00
406,1128299,"West Gear",2020-04-06,West,Colorado,Denver,"Men's Apparel",65,175,11375.00,5688.00,In-store,0.4900,5801.25,5573.75
407,1128299,"West Gear",2020-04-06,West,Colorado,Denver,"Men's Apparel",62,44,2728.00,166.00,Online,0.4900,1391.28,1336.72
408,1128299,"West Gear",2020-04-07,West,Colorado,Denver,"Women's Apparel",72,98,7056.00,176.00,Online,0.4900,3598.56,3457.44
409,1128299,"West Gear",2020-04-07,West,Colorado,Denver,"Women's Apparel",80,325,26000.00,3900.00,In-store,0.4900,13260.00,12740.00
410,1128299,"West Gear",2020-04-08,West,Colorado,Denver,"Men's Street Footwear",55,131,7205.00,440.00,Online,0.4900,3674.55,3530.45
411,1128299,"West Gear",2020-04-08,West,Colorado,Denver,"Men's Street Footwear",60,525,31500.00,15750.00,In-store,0.4900,16065.00,15435.00
412,1128299,"West Gear",2020-04-09,West,Colorado,Denver,"Men's Athletic Footwear",65,375,24375.00,8531.00,In-store,0.4900,12431.25,11943.75
413,1128299,"West Gear",2020-04-09,West,Colorado,Denver,"Men's Athletic Footwear",60,105,6300.00,290.00,Online,0.4900,3213.00,3087.00
414,1128299,"West Gear",2020-04-10,West,Colorado,Denver,"Women's Street Footwear",59,98,5782.00,347.00,Online,0.4900,2948.82,2833.18
415,1128299,"West Gear",2020-04-10,West,Colorado,Denver,"Women's Street Footwear",65,375,24375.00,12188.00,In-store,0.4900,12431.25,11943.75
416,1128299,"West Gear",2020-04-11,West,Colorado,Denver,"Women's Athletic Footwear",60,275,16500.00,7425.00,In-store,0.4900,8415.00,8085.00
417,1128299,"West Gear",2020-04-11,West,Colorado,Denver,"Women's Athletic Footwear",58,69,4002.00,236.00,Online,0.4900,2041.02,1960.98
418,1128299,"West Gear",2020-04-12,West,Colorado,Denver,"Men's Apparel",63,44,2772.00,211.00,Online,0.4900,1413.72,1358.28
419,1128299,"West Gear",2020-04-12,West,Colorado,Denver,"Men's Apparel",65,175,11375.00,7394.00,In-store,0.4900,5801.25,5573.75
420,1128299,"West Gear",2020-04-13,West,Colorado,Denver,"Women's Apparel",80,475,38000.00,11400.00,In-store,0.4900,19380.00,18620.00
421,1128299,"West Gear",2020-04-13,West,Colorado,Denver,"Women's Apparel",74,133,9842.00,423.00,Online,0.4900,5019.42,4822.58
422,1128299,"West Gear",2020-04-14,West,Colorado,Denver,"Men's Street Footwear",60,725,43500.00,21750.00,In-store,0.4900,22185.00,21315.00
423,1128299,"West Gear",2020-04-14,West,Colorado,Denver,"Men's Street Footwear",54,189,10206.00,653.00,Online,0.4900,5205.06,5000.94
424,1128299,"West Gear",2020-04-15,West,Colorado,Denver,"Men's Athletic Footwear",59,144,8496.00,425.00,Online,0.4900,4332.96,4163.04
425,1128299,"West Gear",2020-04-15,West,Colorado,Denver,"Men's Athletic Footwear",65,575,37375.00,13081.00,In-store,0.4900,19061.25,18313.75
426,1128299,"West Gear",2020-04-16,West,Colorado,Denver,"Women's Street Footwear",65,575,37375.00,18688.00,In-store,0.4900,19061.25,18313.75
427,1128299,"West Gear",2020-04-16,West,Colorado,Denver,"Women's Street Footwear",64,150,9600.00,614.00,Online,0.4900,4896.00,4704.00
428,1128299,"West Gear",2020-04-17,West,Colorado,Denver,"Women's Athletic Footwear",62,135,8370.00,502.00,Online,0.4900,4268.70,4101.30
429,1128299,"West Gear",2020-04-17,West,Colorado,Denver,"Women's Athletic Footwear",65,450,29250.00,13163.00,In-store,0.4900,14917.50,14332.50
430,1185732,Walmart,2020-04-17,Northeast,"New York","New York","Men's Apparel",43,279,11997.00,396.00,Outlet,0.4900,6118.47,5878.53
431,1185732,Walmart,2020-04-17,Northeast,"New York","New York","Men's Apparel",54,270,14580.00,656.00,Online,0.4900,7435.80,7144.20
432,1185732,Walmart,2020-04-17,Northeast,"New York","New York","Men's Apparel",60,900,54000.00,16200.00,Outlet,0.4900,27540.00,26460.00
433,1128299,"West Gear",2020-04-18,West,Colorado,Denver,"Men's Apparel",70,325,22750.00,14788.00,In-store,0.4900,11602.50,11147.50
434,1128299,"West Gear",2020-04-18,West,Colorado,Denver,"Men's Apparel",66,91,6006.00,462.00,Online,0.4900,3063.06,2942.94
435,1185732,Walmart,2020-04-18,Northeast,"New York","New York","Women's Apparel",65,1075,69875.00,17469.00,Outlet,0.4900,35636.25,34238.75
436,1185732,Walmart,2020-04-18,Northeast,"New York","New York","Women's Apparel",48,355,17040.00,511.00,Outlet,0.4900,8690.40,8349.60
437,1185732,Walmart,2020-04-18,Northeast,"New York","New York","Women's Apparel",62,290,17980.00,665.00,Online,0.4900,9169.80,8810.20
438,1128299,"West Gear",2020-04-19,West,Colorado,Denver,"Women's Apparel",85,625,53125.00,15938.00,In-store,0.4900,27093.75,26031.25
439,1128299,"West Gear",2020-04-19,West,Colorado,Denver,"Women's Apparel",83,181,15023.00,646.00,Online,0.4900,7661.73,7361.27
440,1185732,Walmart,2020-04-19,Northeast,"New York","New York","Men's Street Footwear",56,360,20160.00,1250.00,Online,0.4900,10281.60,9878.40
441,1185732,Walmart,2020-04-19,Northeast,"New York","New York","Men's Street Footwear",39,408,15912.00,875.00,Outlet,0.4900,8115.12,7796.88
442,1185732,Walmart,2020-04-19,Northeast,"New York","New York","Men's Street Footwear",60,1200,72000.00,36000.00,Outlet,0.4900,36720.00,35280.00
443,1128299,"West Gear",2020-04-20,West,Colorado,Denver,"Men's Street Footwear",64,202,12928.00,776.00,Online,0.4900,6593.28,6334.72
444,1128299,"West Gear",2020-04-20,West,Colorado,Denver,"Men's Street Footwear",65,775,50375.00,22669.00,In-store,0.4900,25691.25,24683.75
445,1185732,Walmart,2020-04-20,Northeast,"New York","New York","Men's Athletic Footwear",55,1000,55000.00,16500.00,Outlet,0.4900,28050.00,26950.00
446,1185732,Walmart,2020-04-20,Northeast,"New York","New York","Men's Athletic Footwear",43,350,15050.00,497.00,Outlet,0.4900,7675.50,7374.50
447,1185732,Walmart,2020-04-20,Northeast,"New York","New York","Men's Athletic Footwear",50,270,13500.00,594.00,Online,0.4900,6885.00,6615.00
448,1128299,"West Gear",2020-04-21,West,Colorado,Denver,"Men's Athletic Footwear",70,625,43750.00,13125.00,In-store,0.4900,22312.50,21437.50
449,1128299,"West Gear",2020-04-21,West,Colorado,Denver,"Men's Athletic Footwear",67,188,12596.00,504.00,Online,0.4900,6423.96,6172.04
450,1185732,Walmart,2020-04-21,Northeast,"New York","New York","Women's Street Footwear",47,268,12596.00,592.00,Online,0.4900,6423.96,6172.04
451,1185732,Walmart,2020-04-21,Northeast,"New York","New York","Women's Street Footwear",36,315,11340.00,442.00,Outlet,0.4900,5783.40,5556.60
452,1185732,Walmart,2020-04-21,Northeast,"New York","New York","Women's Street Footwear",50,925,46250.00,16188.00,Outlet,0.4900,23587.50,22662.50
453,1128299,"West Gear",2020-04-22,West,Colorado,Denver,"Women's Street Footwear",67,161,10787.00,593.00,Online,0.4900,5501.37,5285.63
454,1128299,"West Gear",2020-04-22,West,Colorado,Denver,"Women's Street Footwear",70,575,40250.00,18113.00,In-store,0.4900,20527.50,19722.50
455,1185732,Walmart,2020-04-22,Northeast,"New York","New York","Women's Athletic Footwear",50,900,45000.00,15750.00,Outlet,0.4900,22950.00,22050.00
456,1185732,Walmart,2020-04-22,Northeast,"New York","New York","Women's Athletic Footwear",34,306,10404.00,406.00,Outlet,0.4900,5306.04,5097.96
457,1185732,Walmart,2020-04-22,Northeast,"New York","New York","Women's Athletic Footwear",47,252,11844.00,545.00,Online,0.4900,6040.44,5803.56
458,1128299,"West Gear",2020-04-23,West,Colorado,Denver,"Women's Athletic Footwear",65,475,30875.00,12350.00,In-store,0.4900,15746.25,15128.75
459,1128299,"West Gear",2020-04-23,West,Colorado,Denver,"Women's Athletic Footwear",61,143,8723.00,454.00,Online,0.4900,4448.73,4274.27
460,1185732,Walmart,2020-04-23,Northeast,"New York","New York","Men's Apparel",58,252,14616.00,585.00,Online,0.4900,7454.16,7161.84
461,1185732,Walmart,2020-04-23,Northeast,"New York","New York","Men's Apparel",44,315,13860.00,513.00,Outlet,0.4900,7068.60,6791.40
462,1185732,Walmart,2020-04-23,Northeast,"New York","New York","Men's Apparel",60,900,54000.00,16200.00,Outlet,0.4900,27540.00,26460.00
463,1128299,"West Gear",2020-04-24,West,Colorado,Denver,"Men's Apparel",67,131,8777.00,614.00,Online,0.4900,4476.27,4300.73
464,1128299,"West Gear",2020-04-24,West,Colorado,Denver,"Men's Apparel",70,525,36750.00,22050.00,In-store,0.4900,18742.50,18007.50
465,1185732,"Foot Locker",2020-04-24,Southeast,Florida,Miami,"Men's Athletic Footwear",45,725,32625.00,11419.00,In-store,0.4900,16638.75,15986.25
466,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Women's Athletic Footwear",40,650,26000.00,7800.00,In-store,0.4900,13260.00,12740.00
467,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Women's Street Footwear",50,750,37500.00,9375.00,In-store,0.4900,19125.00,18375.00
468,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Men's Apparel",55,675,37125.00,12994.00,In-store,0.4900,18933.75,18191.25
469,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Women's Apparel",45,800,36000.00,18000.00,In-store,0.4900,18360.00,17640.00
470,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Men's Athletic Footwear",55,775,42625.00,14919.00,In-store,0.4900,21738.75,20886.25
471,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Women's Athletic Footwear",50,700,35000.00,10500.00,In-store,0.4900,17850.00,17150.00
472,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Women's Apparel",65,825,53625.00,26813.00,In-store,0.4900,27348.75,26276.25
473,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Men's Athletic Footwear",55,825,45375.00,15881.00,In-store,0.4900,23141.25,22233.75
474,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Women's Street Footwear",35,725,25375.00,6344.00,In-store,0.4900,12941.25,12433.75
475,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Men's Apparel",60,725,43500.00,15225.00,In-store,0.4900,22185.00,21315.00
476,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Women's Street Footwear",47,188,8836.00,327.00,Online,0.4900,4506.36,4329.64
477,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Women's Athletic Footwear",49,175,8575.00,369.00,Online,0.4900,4373.25,4201.75
478,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Men's Street Footwear",55,1070,58850.00,26483.00,In-store,0.4900,30013.50,28836.50
479,1185732,Walmart,2020-04-24,Northeast,"New York","New York","Women's Apparel",65,1000,65000.00,16250.00,Outlet,0.4900,33150.00,31850.00
480,1185732,"Foot Locker",2020-04-24,Southeast,Florida,Miami,"Men's Street Footwear",45,1025,46125.00,20756.00,In-store,0.4900,23523.75,22601.25
481,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Men's Street Footwear",60,1075,64500.00,29025.00,In-store,0.4900,32895.00,31605.00
482,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Women's Apparel",64,248,15872.00,1016.00,Online,0.4900,8094.72,7777.28
483,1185732,"Foot Locker",2020-04-24,Southeast,Florida,Miami,"Men's Street Footwear",42,256,10752.00,624.00,Online,0.4900,5483.52,5268.48
484,1185732,"Foot Locker",2020-04-24,Southeast,Florida,Miami,"Men's Athletic Footwear",41,210,8610.00,431.00,Online,0.4900,4391.10,4218.90
485,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Men's Apparel",58,196,11368.00,534.00,Online,0.4900,5797.68,5570.32
486,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Men's Apparel",52,196,10192.00,459.00,Online,0.4900,5197.92,4994.08
487,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Women's Athletic Footwear",38,189,7182.00,323.00,Online,0.4900,3662.82,3519.18
488,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Men's Athletic Footwear",54,194,10476.00,524.00,Online,0.4900,5342.76,5133.24
489,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Women's Apparel",44,208,9152.00,549.00,Online,0.4900,4667.52,4484.48
490,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Men's Street Footwear",52,300,15600.00,874.00,Online,0.4900,7956.00,7644.00
491,1185732,Walmart,2020-04-24,Northeast,"New York","New York","Women's Apparel",45,350,15750.00,473.00,Outlet,0.4900,8032.50,7717.50
492,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Men's Athletic Footwear",54,206,11124.00,545.00,Online,0.4900,5673.24,5450.76
493,1185732,Walmart,2020-04-24,Northeast,"New York","New York","Women's Apparel",59,280,16520.00,661.00,Online,0.4900,8425.20,8094.80
494,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Men's Street Footwear",55,290,15950.00,941.00,Online,0.4900,8134.50,7815.50
495,1185732,"West Gear",2020-04-24,Southeast,Florida,Miami,"Women's Street Footwear",32,203,6496.00,260.00,Online,0.4900,3312.96,3183.04
496,1128299,"West Gear",2020-04-25,West,Colorado,Denver,"Women's Apparel",78,137,10686.00,427.00,Online,0.4900,5449.86,5236.14
497,1128299,"West Gear",2020-04-25,West,Colorado,Denver,"Women's Apparel",85,525,44625.00,11156.00,In-store,0.4900,22758.75,21866.25
498,1185732,Walmart,2020-04-25,Northeast,"New York","New York","Men's Apparel",64,236,15104.00,634.00,Online,0.4900,7703.04,7400.96
499,1185732,Walmart,2020-04-25,Northeast,"New York","New York","Men's Apparel",51,289,14739.00,472.00,Outlet,0.4900,7516.89,7222.11
500,1185732,Walmart,2020-04-25,Northeast,"New York","New York","Men's Apparel",65,875,56875.00,17063.00,Outlet,0.4900,29006.25,27868.75
501,1128299,"West Gear",2020-04-26,West,Colorado,Denver,"Men's Street Footwear",70,725,50750.00,22838.00,In-store,0.4900,25882.50,24867.50
502,1128299,"West Gear",2020-04-26,West,Colorado,Denver,"Men's Street Footwear",63,196,12348.00,729.00,Online,0.4900,6297.48,6050.52
503,1185732,Walmart,2020-04-26,Northeast,"New York","New York","Women's Apparel",50,330,16500.00,462.00,Outlet,0.4900,8415.00,8085.00
504,1185732,Walmart,2020-04-26,Northeast,"New York","New York","Women's Apparel",68,290,19720.00,749.00,Online,0.4900,10057.20,9662.80
505,1185732,Walmart,2020-04-26,Northeast,"New York","New York","Women's Apparel",70,1000,70000.00,17500.00,Outlet,0.4900,35700.00,34300.00
506,1128299,"West Gear",2020-04-27,West,Colorado,Denver,"Men's Athletic Footwear",73,189,13797.00,579.00,Online,0.4900,7036.47,6760.53
507,1128299,"West Gear",2020-04-27,West,Colorado,Denver,"Men's Athletic Footwear",75,675,50625.00,15188.00,In-store,0.4900,25818.75,24806.25
508,1185732,Walmart,2020-04-27,Northeast,"New York","New York","Men's Street Footwear",65,1150,74750.00,37375.00,Outlet,0.4900,38122.50,36627.50
509,1185732,Walmart,2020-04-27,Northeast,"New York","New York","Men's Street Footwear",46,403,18538.00,1038.00,Outlet,0.4900,9454.38,9083.62
510,1185732,Walmart,2020-04-27,Northeast,"New York","New York","Men's Street Footwear",60,299,17940.00,1076.00,Online,0.4900,9149.40,8790.60
511,1128299,"West Gear",2020-04-28,West,Colorado,Denver,"Women's Street Footwear",70,550,38500.00,17325.00,In-store,0.4900,19635.00,18865.00
512,1128299,"West Gear",2020-04-28,West,Colorado,Denver,"Women's Street Footwear",67,143,9581.00,546.00,Online,0.4900,4886.31,4694.69
513,1185732,Walmart,2020-04-28,Northeast,"New York","New York","Men's Athletic Footwear",53,273,14469.00,622.00,Online,0.4900,7379.19,7089.81
514,1185732,Walmart,2020-04-28,Northeast,"New York","New York","Men's Athletic Footwear",40,312,12480.00,449.00,Outlet,0.4900,6364.80,6115.20
515,1185732,Walmart,2020-04-28,Northeast,"New York","New York","Men's Athletic Footwear",55,975,53625.00,16088.00,Outlet,0.4900,27348.75,26276.25
516,1128299,"West Gear",2020-04-29,West,Colorado,Denver,"Women's Athletic Footwear",63,135,8505.00,459.00,Online,0.4900,4337.55,4167.45
517,1128299,"West Gear",2020-04-29,West,Colorado,Denver,"Women's Athletic Footwear",70,500,35000.00,14000.00,In-store,0.4900,17850.00,17150.00
518,1185732,Walmart,2020-04-29,Northeast,"New York","New York","Women's Street Footwear",55,920,50600.00,17710.00,Outlet,0.4900,25806.00,24794.00
519,1185732,Walmart,2020-04-29,Northeast,"New York","New York","Women's Street Footwear",43,294,12642.00,531.00,Outlet,0.4900,6447.42,6194.58
520,1185732,Walmart,2020-04-29,Northeast,"New York","New York","Women's Street Footwear",52,258,13416.00,644.00,Online,0.4900,6842.16,6573.84
521,1128299,"West Gear",2020-04-30,West,Colorado,Denver,"Men's Apparel",75,500,37500.00,22500.00,In-store,0.4900,19125.00,18375.00
522,1128299,"West Gear",2020-04-30,West,Colorado,Denver,"Men's Apparel",74,140,10360.00,756.00,Online,0.4900,5283.60,5076.40
523,1185732,Walmart,2020-04-30,Northeast,"New York","New York","Women's Athletic Footwear",41,270,11070.00,410.00,Outlet,0.4900,5645.70,5424.30
524,1185732,Walmart,2020-04-30,Northeast,"New York","New York","Women's Athletic Footwear",50,252,12600.00,617.00,Online,0.4900,6426.00,6174.00
525,1185732,Walmart,2020-04-30,Northeast,"New York","New York","Women's Athletic Footwear",55,900,49500.00,17325.00,Outlet,0.4900,25245.00,24255.00
526,1128299,"West Gear",2020-05-01,West,Colorado,Denver,"Women's Apparel",74,100,7400.00,259.00,Online,0.4900,3774.00,3626.00
527,1128299,"West Gear",2020-05-01,West,Colorado,Denver,"Women's Apparel",80,400,32000.00,8000.00,In-store,0.4900,16320.00,15680.00
528,1185732,Walmart,2020-05-01,Northeast,"New York","New York","Men's Apparel",65,875,56875.00,17063.00,Outlet,0.4900,29006.25,27868.75
529,1185732,Walmart,2020-05-01,Northeast,"New York","New York","Men's Apparel",64,254,16256.00,683.00,Online,0.4900,8290.56,7965.44
530,1185732,Walmart,2020-05-01,Northeast,"New York","New York","Men's Apparel",47,280,13160.00,474.00,Outlet,0.4900,6711.60,6448.40
531,1128299,"West Gear",2020-05-02,West,Colorado,Denver,"Men's Street Footwear",65,600,39000.00,15600.00,In-store,0.4900,19890.00,19110.00
532,1128299,"West Gear",2020-05-02,West,Colorado,Denver,"Men's Street Footwear",59,162,9558.00,507.00,Online,0.4900,4874.58,4683.42
533,1185732,Walmart,2020-05-02,Northeast,"New York","New York","Women's Apparel",66,263,17358.00,642.00,Online,0.4900,8852.58,8505.42
534,1185732,Walmart,2020-05-02,Northeast,"New York","New York","Women's Apparel",53,322,17066.00,478.00,Outlet,0.4900,8703.66,8362.34
535,1185732,Walmart,2020-05-02,Northeast,"New York","New York","Women's Apparel",70,975,68250.00,17063.00,Outlet,0.4900,34807.50,33442.50
536,1128299,"West Gear",2020-05-03,West,Colorado,Denver,"Men's Athletic Footwear",69,168,11592.00,417.00,Online,0.4900,5911.92,5680.08
537,1128299,"West Gear",2020-05-03,West,Colorado,Denver,"Men's Athletic Footwear",70,600,42000.00,10500.00,In-store,0.4900,21420.00,20580.00
538,1185732,Walmart,2020-05-03,Northeast,"New York","New York","Men's Street Footwear",65,1200,78000.00,39000.00,Outlet,0.4900,39780.00,38220.00
539,1185732,Walmart,2020-05-03,Northeast,"New York","New York","Men's Street Footwear",48,420,20160.00,1129.00,Outlet,0.4900,10281.60,9878.40
540,1185732,Walmart,2020-05-03,Northeast,"New York","New York","Men's Street Footwear",62,312,19344.00,1238.00,Online,0.4900,9865.44,9478.56
541,1128299,"West Gear",2020-05-04,West,Colorado,Denver,"Women's Street Footwear",65,450,29250.00,11700.00,In-store,0.4900,14917.50,14332.50
542,1128299,"West Gear",2020-05-04,West,Colorado,Denver,"Women's Street Footwear",60,113,6780.00,339.00,Online,0.4900,3457.80,3322.20
543,1185732,Walmart,2020-05-04,Northeast,"New York","New York","Men's Athletic Footwear",51,300,15300.00,643.00,Online,0.4900,7803.00,7497.00
544,1185732,Walmart,2020-05-04,Northeast,"New York","New York","Men's Athletic Footwear",43,310,13330.00,467.00,Outlet,0.4900,6798.30,6531.70
545,1185732,Walmart,2020-05-04,Northeast,"New York","New York","Men's Athletic Footwear",55,1000,55000.00,16500.00,Outlet,0.4900,28050.00,26950.00
546,1128299,"West Gear",2020-05-05,West,Colorado,Denver,"Women's Athletic Footwear",59,100,5900.00,283.00,Online,0.4900,3009.00,2891.00
547,1128299,"West Gear",2020-05-05,West,Colorado,Denver,"Women's Athletic Footwear",65,400,26000.00,9100.00,In-store,0.4900,13260.00,12740.00
548,1185732,Walmart,2020-05-05,Northeast,"New York","New York","Women's Street Footwear",42,333,13986.00,559.00,Outlet,0.4900,7132.86,6853.14
549,1185732,Walmart,2020-05-05,Northeast,"New York","New York","Women's Street Footwear",54,285,15390.00,723.00,Online,0.4900,7848.90,7541.10
550,1185732,Walmart,2020-05-05,Northeast,"New York","New York","Women's Street Footwear",55,950,52250.00,18288.00,Outlet,0.4900,26647.50,25602.50
551,1128299,"West Gear",2020-05-06,West,Colorado,Denver,"Men's Apparel",74,120,8880.00,613.00,Online,0.4900,4528.80,4351.20
